Time,Driver,LapTime,LapNumber,Stint,Compound,TyreLife,TrackStatus,IsPersonalBest,LapTime_Seconds,RollingAvgLapTime,BaselineLapTime,LapTimeDelta,DegradationRate,AirTemp,TrackTemp,Humidity,WindSpeed
0 days 02:28:14.754000,LEC,0 days 00:01:31.832000,55.0,2.0,HARD,38.0,1,False,91.832,92.15000000000002,92.792,-0.960000000000008,-0.521000000000015,27.0,32.8,59.0,3.7
0 days 02:28:16.458000,GAS,0 days 00:01:31.971000,55.0,2.0,HARD,40.0,1,True,91.971,92.81033333333335,92.815,-0.8439999999999941,-0.42199999999999704,27.0,32.8,59.0,3.7
0 days 02:28:20.378000,OCO,0 days 00:01:31.289000,55.0,2.0,MEDIUM,16.0,1,True,91.289,91.556,91.45400000000001,-0.16500000000000625,-0.24800000000000466,27.0,32.8,59.0,3.7
0 days 02:28:23.990000,MAG,0 days 00:01:31.735000,55.0,2.0,HARD,41.0,1,False,91.735,91.77299999999998,92.833,-1.097999999999999,-0.15800000000000125,27.0,32.8,59.0,3.7
0 days 02:28:26.773000,TSU,0 days 00:01:31.190000,55.0,2.0,MEDIUM,19.0,1,True,91.19,91.39533333333334,92.294,-1.1039999999999992,-0.2920000000000016,27.0,32.8,59.0,3.7
0 days 02:28:27.654000,STR,0 days 00:01:30.978000,55.0,2.0,MEDIUM,14.0,1,False,90.97800000000001,91.19166666666668,91.426,-0.4479999999999933,-0.09799999999998477,27.0,32.8,59.0,3.7
0 days 02:28:32.732000,BOT,0 days 00:01:32.063000,55.0,2.0,HARD,40.0,1,False,92.063,92.36866666666667,92.981,-0.9179999999999922,-0.125,27.0,32.8,59.0,3.7
0 days 02:28:33.483000,ALB,0 days 00:01:31.852000,55.0,2.0,HARD,33.0,1,True,91.852,92.01066666666667,92.07,-0.2179999999999893,-0.25199999999999534,27.0,32.8,59.0,3.7
0 days 02:28:34.552000,HUL,0 days 00:01:32.088000,55.0,2.0,MEDIUM,22.0,1,False,92.088,92.146,92.195,-0.10699999999999932,-0.19700000000000273,27.0,32.8,59.0,3.7
0 days 02:28:39.347000,ZHO,0 days 00:01:31.892000,55.0,2.0,MEDIUM,24.0,1,False,91.892,91.97866666666668,91.905,-0.01300000000000523,-0.03300000000000125,27.0,32.8,59.0,3.7
0 days 02:28:47.135000,NOR,0 days 00:01:32.695000,55.0,2.0,HARD,51.0,1,False,92.695,92.90433333333333,93.237,-0.5420000000000016,-0.25,27.0,32.8,59.0,3.7
0 days 02:28:50.284000,DEV,0 days 00:01:31.988000,55.0,2.0,HARD,40.0,1,False,91.988,91.991,93.018,-1.0300000000000011,0.07500000000000284,27.0,32.8,59.0,3.7
0 days 02:28:54.554000,VER,0 days 00:01:29.708000,56.0,2.0,MEDIUM,11.0,1,True,89.708,90.197,90.837,-1.1290000000000049,-0.6829999999999927,27.1,32.8,59.0,3.7
